"mapid"	"locationname"	"desc_kr"	"startX"	"endX"	"startY"	"endY"	"monster_amount"	"drop_rate"	"underwater"	"markable"	"teleportable"	"escapable"	"resurrection"	"painwand"	"penalty"	"take_pets"	"recall_pets"	"usable_item"	"usable_skill"	"dungeon"	"dmgModiPc2Npc"	"dmgModiNpc2Pc"	"decreaseHp"	"dominationTeleport"	"beginZone"	"redKnightZone"	"ruunCastleZone"	"interWarZone"	"geradBuffZone"	"growBuffZone"	"interKind"	"script"	"cloneStart"	"cloneEnd"	"pngId"
"5025"	"Aden Underground house"	"아덴 지하 아지트"	"32704"	"32831"	"32704"	"32831"	"1"	"1"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"5026"	"Aden Underground house"	"아덴 지하 아지트"	"32704"	"32831"	"32704"	"32831"	"1"	"1"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"5027"	"Aden Underground house"	"아덴 지하 아지트"	"32704"	"32831"	"32704"	"32831"	"1"	"1"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"5028"	"Aden Underground house"	"아덴 지하 아지트"	"32704"	"32831"	"32704"	"32831"	"1"	"1"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"5029"	"Aden Underground house"	"아덴 지하 아지트"	"32704"	"32831"	"32704"	"32831"	"1"	"1"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"5030"	"Aden Underground house"	"아덴 지하 아지트"	"32704"	"32831"	"32704"	"32831"	"1"	"1"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"5031"	"Aden Underground house"	"아덴 지하 아지트 "	"32704"	"32831"	"32704"	"32831"	"1"	"1"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"5032"	"Aden Underground house"	"아덴 지하 아지트"	"32704"	"32831"	"32704"	"32831"	"1"	"1"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"5033"	"Aden Underground house"	"아덴 지하 아지트"	"32704"	"32831"	"32704"	"32831"	"1"	"1"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"5034"	"Aden Underground house"	"아덴 지하 아지트"	"32704"	"32831"	"32704"	"32831"	"1"	"1"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"5035"	"Aden Underground house"	"아덴 지하 아지트"	"32704"	"32831"	"32704"	"32831"	"1"	"1"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"5036"	"Aden Underground house"	"아덴 지하 아지트"	"32704"	"32831"	"32704"	"32831"	"1"	"1"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"5037"	"Aden Underground house"	"아덴 지하 아지트"	"32704"	"32831"	"32704"	"32831"	"1"	"1"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"5038"	"Aden Underground house"	"아덴 지하 아지트"	"32704"	"32831"	"32704"	"32831"	"1"	"1"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"5039"	"Aden Underground house"	"아덴 지하 아지트"	"32704"	"32831"	"32704"	"32831"	"1"	"1"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"5040"	"Aden Underground house"	"아덴 지하 아지트"	"32704"	"32831"	"32704"	"32831"	"1"	"1"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"5041"	"Aden Underground house"	"아덴 지하 아지트"	"32704"	"32831"	"32704"	"32831"	"1"	"1"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"5042"	"Aden Underground house"	"아덴 지하 아지트"	"32704"	"32831"	"32704"	"32831"	"1"	"1"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"5043"	"Aden Underground house"	"아덴 지하 아지트"	"32704"	"32831"	"32704"	"32831"	"1"	"1"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"5044"	"Aden Underground house"	"아덴 지하 아지트"	"32704"	"32831"	"32704"	"32831"	"1"	"1"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"5045"	"Aden Underground house"	"아덴 지하 아지트"	"32704"	"32831"	"32704"	"32831"	"1"	"1"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"5046"	"Aden Underground house"	"아덴 지하 아지트"	"32704"	"32831"	"32704"	"32831"	"1"	"1"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"5047"	"Aden Underground house"	"아덴 지하 아지트"	"32704"	"32831"	"32704"	"32831"	"1"	"1"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"5048"	"Aden Underground house"	"아덴 지하 아지트"	"32704"	"32831"	"32704"	"32831"	"1"	"1"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"5049"	"Aden Underground house"	"아덴 지하 아지트"	"32704"	"32831"	"32704"	"32831"	"1"	"1"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"5050"	"Aden Underground house"	"아덴 지하 아지트"	"32704"	"32831"	"32704"	"32831"	"1"	"1"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"5051"	"Aden Underground house"	"아덴 지하 아지트"	"32704"	"32831"	"32704"	"32831"	"1"	"1"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"5052"	"Aden Underground house"	"아덴 지하 아지트"	"32704"	"32831"	"32704"	"32831"	"1"	"1"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"5053"	"Aden Underground house"	"아덴 지하 아지트"	"32704"	"32831"	"32704"	"32831"	"1"	"1"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"5054"	"Aden Underground house"	"아덴 지하 아지트"	"32704"	"32831"	"32704"	"32831"	"1"	"1"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"5055"	"Aden Underground house"	"아덴 지하 아지트"	"32704"	"32831"	"32704"	"32831"	"1"	"1"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"5056"	"Aden Underground house"	"아덴 지하 아지트"	"32704"	"32831"	"32704"	"32831"	"1"	"1"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"5057"	"Aden Underground house"	"아덴 지하 아지트"	"32704"	"32831"	"32704"	"32831"	"1"	"1"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"5058"	"Aden Underground house"	"아덴 지하 아지트"	"32704"	"32831"	"32704"	"32831"	"1"	"1"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"5059"	"Aden Underground house"	"아덴 지하 아지트"	"32704"	"32831"	"32704"	"32831"	"1"	"1"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"5060"	"Aden Underground house"	"아덴 지하 아지트"	"32704"	"32831"	"32704"	"32831"	"1"	"1"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"5061"	"Aden Underground house"	"아덴 지하 아지트"	"32704"	"32831"	"32704"	"32831"	"1"	"1"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"5062"	"Aden Underground house"	"아덴 지하 아지트"	"32704"	"32831"	"32704"	"32831"	"1"	"1"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"5063"	"Aden Underground house"	"아덴 지하 아지트"	"32704"	"32831"	"32704"	"32831"	"1"	"1"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"5064"	"Aden Underground house"	"아덴 지하 아지트"	"32704"	"32831"	"32704"	"32831"	"1"	"1"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"5065"	"Aden Underground house"	"아덴 지하 아지트"	"32704"	"32831"	"32704"	"32831"	"1"	"1"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"5066"	"Aden Underground house"	"아덴 지하 아지트"	"32704"	"32831"	"32704"	"32831"	"1"	"1"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"5067"	"Aden Underground house"	"아덴 지하 아지트"	"32704"	"32831"	"32704"	"32831"	"1"	"1"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"5068"	"Giran Underground house"	"기란 지하 아지트"	"32704"	"32831"	"32768"	"32895"	"1"	"1"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"16271"
"5069"	"Giran Underground house"	"기란 지하 아지트"	"32704"	"32831"	"32768"	"32895"	"1"	"1"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"5070"	"Giran Underground house"	"기란 지하 아지트"	"32704"	"32831"	"32768"	"32895"	"1"	"1"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"5071"	"Giran Underground house"	"기란 지하 아지트"	"32704"	"32831"	"32768"	"32895"	"1"	"1"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"5072"	"Giran Underground house"	"기란 지하 아지트"	"32704"	"32831"	"32768"	"32895"	"1"	"1"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"5073"	"Giran Underground house"	"기란 지하 아지트"	"32704"	"32831"	"32768"	"32895"	"1"	"1"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"5074"	"Giran Underground house"	"기란 지하 아지트"	"32704"	"32831"	"32768"	"32895"	"1"	"1"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"5075"	"Giran Underground house"	"기란 지하 아지트"	"32704"	"32831"	"32768"	"32895"	"1"	"1"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"5076"	"Giran Underground house"	"기란 지하 아지트"	"32704"	"32831"	"32768"	"32895"	"1"	"1"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"5077"	"Giran Underground house"	"기란 지하 아지트"	"32704"	"32831"	"32768"	"32895"	"1"	"1"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"5078"	"Giran Underground house"	"기란 지하 아지트"	"32704"	"32831"	"32768"	"32895"	"1"	"1"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"5079"	"Giran Underground house"	"기란 지하 아지트"	"32704"	"32831"	"32768"	"32895"	"1"	"1"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"5080"	"Giran Underground house"	"기란 지하 아지트"	"32704"	"32831"	"32768"	"32895"	"1"	"1"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"5081"	"Giran Underground house"	"기란 지하 아지트"	"32704"	"32831"	"32768"	"32895"	"1"	"1"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"5082"	"Giran Underground house"	"기란 지하 아지트"	"32704"	"32831"	"32768"	"32895"	"1"	"1"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"5083"	"Giran Underground house"	"기란 지하 아지트"	"32704"	"32831"	"32768"	"32895"	"1"	"1"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"5084"	"Giran Underground house"	"기란 지하 아지트"	"32704"	"32831"	"32768"	"32895"	"1"	"1"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"5085"	"Giran Underground house"	"기란 지하 아지트"	"32704"	"32831"	"32768"	"32895"	"1"	"1"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"5086"	"Giran Underground house"	"기란 지하 아지트"	"32704"	"32831"	"32768"	"32895"	"1"	"1"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"5087"	"Giran Underground house"	"기란 지하 아지트"	"32704"	"32831"	"32768"	"32895"	"1"	"1"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"5088"	"Giran Underground house"	"기란 지하 아지트"	"32704"	"32831"	"32768"	"32895"	"1"	"1"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"5089"	"Giran Underground house"	"기란 지하 아지트"	"32704"	"32831"	"32768"	"32895"	"1"	"1"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"5090"	"Giran Underground house"	"기란 지하 아지트"	"32704"	"32831"	"32768"	"32895"	"1"	"1"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"5091"	"Giran Underground house"	"기란 지하 아지트"	"32704"	"32831"	"32768"	"32895"	"1"	"1"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"5092"	"Giran Underground house"	"기란 지하 아지트"	"32704"	"32831"	"32768"	"32895"	"1"	"1"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"5093"	"Giran Underground house"	"기란 지하 아지트"	"32704"	"32831"	"32768"	"32895"	"1"	"1"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"5094"	"Giran Underground house"	"기란 지하 아지트"	"32704"	"32831"	"32768"	"32895"	"1"	"1"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"5095"	"Giran Underground house"	"기란 지하 아지트"	"32704"	"32831"	"32768"	"32895"	"1"	"1"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"5096"	"Giran Underground house"	"기란 지하 아지트"	"32704"	"32831"	"32768"	"32895"	"1"	"1"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"5097"	"Giran Underground house"	"기란 지하 아지트"	"32704"	"32831"	"32768"	"32895"	"1"	"1"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"5098"	"Giran Underground house"	"기란 지하 아지트"	"32704"	"32831"	"32768"	"32895"	"1"	"1"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"5099"	"Giran Underground house"	"기란 지하 아지트"	"32704"	"32831"	"32768"	"32895"	"1"	"1"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"5100"	"Giran Underground house"	"기란 지하 아지트"	"32704"	"32831"	"32768"	"32895"	"1"	"1"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"5101"	"Giran Underground house"	"기란 지하 아지트"	"32704"	"32831"	"32768"	"32895"	"1"	"1"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"5102"	"Giran Underground house"	"기란 지하 아지트"	"32704"	"32831"	"32768"	"32895"	"1"	"1"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"5103"	"Giran Underground house"	"기란 지하 아지트"	"32704"	"32831"	"32768"	"32895"	"1"	"1"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"5104"	"Giran Underground house"	"기란 지하 아지트"	"32704"	"32831"	"32768"	"32895"	"1"	"1"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"5105"	"Giran Underground house"	"기란 지하 아지트"	"32704"	"32831"	"32768"	"32895"	"1"	"1"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"5106"	"Giran Underground house"	"기란 지하 아지트"	"32704"	"32831"	"32768"	"32895"	"1"	"1"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"5107"	"Giran Underground house"	"기란 지하 아지트"	"32704"	"32831"	"32768"	"32895"	"1"	"1"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"5108"	"Giran Underground house"	"기란 지하 아지트"	"32704"	"32831"	"32768"	"32895"	"1"	"1"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
"5109"	"Giran Underground house"	"기란 지하 아지트"	"32704"	"32831"	"32768"	"32895"	"1"	"1"	"0"	"0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"	"0"		"0"	"0"	"-1"
